sqft,bedrooms,age,price
3788.6317629018195,5,7.086018066749677,714205.289921361
1636.0525124226729,2,3.714122783599516,328655.67690298805
2516.693900529994,2,12.547749774686078,454751.00648670807
2515.3433483413987,5,21.729248344374536,502218.77692074236
1067.1561578327182,1,31.934603968385282,200297.43357725296
1715.9636945153434,5,32.735671843849644,376028.6219055511
2727.3619881670757,6,24.84093419569737,555120.9889778794
3236.6644495424453,5,43.058733037119644,591005.9041102068
3615.9079500714574,1,18.15699338890283,591904.9786487794
3287.9368552836786,4,30.68136266722712,594043.0351496834
2477.6182297743176,2,2.3746914212777694,456934.07661704416
1656.5628699118752,2,43.64226016033258,293801.7961193871
1697.364070700272,2,8.534300449910049,339814.94594968937
1972.2746687135946,4,45.91348637391093,376359.98042223684
2690.9385910943074,4,44.64923997172869,493345.728263986
1491.4731764688277,4,49.29905316547827,300759.6647601534
3288.3420986853534,3,13.816769313076987,594262.6522253733
2948.437021557853,3,10.362898596297999,545316.2406207923
2648.0076223959572,1,29.102916720906176,440758.0653962246
1800.9359168916042,4,49.9572265878363,348714.0662809825
3440.4469885905987,3,17.750621394517175,605847.6719896926
1198.5980749192524,6,4.254297844724725,345971.8154769219
2023.0309392759448,4,45.562092228383285,385549.0368195987
1323.8142883516136,4,33.897238983363096,292021.7520686499
2067.371326623535,4,2.508547948614348,439157.50284503144
1341.681490471883,6,3.4706130164659674,367196.64335590065
1456.2540439531283,6,22.456705615865047,368731.54337152775
1452.4046614484248,3,7.0123588954142,325228.5870516207
1893.9394261607426,5,24.5946866110814,411615.4441620703
3668.6094327306546,1,16.302594737830383,608043.6216853199
2625.4417218349117,1,27.603531314071102,440105.5160670995
3918.4124913795795,5,5.969897877173658,730338.0025209126
3852.264830033444,3,21.178205547159706,665772.8469196804
2431.664597556755,2,3.652700483840948,450917.3664309296
3071.5836387579416,6,16.999027818704516,612735.6848274136
1141.2020063491664,3,16.463647742153974,269211.93084366096
1318.6062063296838,1,5.394571254522212,261822.15481781925
2227.862798050022,5,3.592111727905295,480710.446764199
3571.6745167476633,3,18.224520847696944,625187.5070094628
3128.242552826671,2,48.648236805076756,513096.814698782
2692.325214764205,6,29.75272289557822,542711.8613283585
1027.3399820275768,1,18.4249836918008,204780.88360954894
2183.337930292955,4,31.667368597980385,427385.57790761825
3940.8915251548187,1,47.727652497809295,617146.594933841
3641.3599728935383,5,8.90127624586684,691460.3264876266
2772.296656889541,3,32.35493276906173,494133.9488266381
2123.3717188284954,4,1.6553010792463518,449810.196254624
3594.6226681884796,1,35.66321855741873,570383.0398750739
2643.203967228823,2,12.469883155157662,469055.71233617654
2606.27309791247,2,48.37473705600779,435340.5164067466
2216.9843212654446,3,40.08207564263047,398434.5296702877
2409.4983812325263,5,35.30161246137746,477160.18223196914
1120.0097249154271,6,10.709032582017763,327086.79584814643
3318.7616792627564,2,36.61568893429339,555400.0467608819
1652.8307914406575,1,14.174594883646286,300779.1778819339
925.1389769017347,6,22.296289587346184,289383.6375966138
2033.4572496598098,5,49.64487450156291,404266.7826315207
3308.750780709209,3,29.14882312799149,572291.9917221386
2249.459554361555,6,34.976926121990545,469295.16095375555
2052.251724175905,6,17.671305420418946,464849.19695741124
1335.1114435175348,5,23.812408454120405,325243.089412763
2425.779136743856,5,25.631583288601355,489310.0855831809
1059.5677095097346,3,46.10282183956087,220298.39954006713
2006.4041104951154,5,46.27110475798272,405623.0588053622
957.5707612926323,2,11.579234137761201,217423.0491846403
834.4089923018067,6,21.026700982072988,278779.4952675691
2639.651581449622,4,9.136912527110647,515415.45235256257
904.1456675291641,6,18.993367413738625,287386.6042947011
3734.163928011416,5,0.5165940636408184,710943.1747085196
3868.566503021107,3,45.19879311351341,644206.5953122199
2465.273939014306,2,36.32848249510684,427354.49081419327
2611.466410086026,1,13.263313243615793,447257.7780389615
3744.976625229606,4,31.946052730685466,660115.0654082991
3702.7184336047767,5,3.777030881513721,697257.0048720957
1518.6128341436788,6,29.275763661954308,373438.0480766699
3644.8193842457904,5,17.661276787926276,674783.4599780773
3859.1662679941214,2,22.983149012776344,642276.3027958238
1688.3583765744052,5,21.17894592598305,380371.34460519213
2469.6614097124257,6,17.8527522218545,525324.3101638564
3617.0414418727255,6,20.39993952071336,690606.6582882294
1424.9263761560715,4,27.72551071124579,315013.00756843237
2026.6612896384236,6,23.339444757033366,449198.8290366387
2483.733002276439,1,25.70067761931521,412666.13953781466
3458.588468914594,3,27.592519982191536,606124.5705839472
2592.672624112878,6,40.76392668758406,513849.9322051688
3154.5719674661896,1,10.614831504396093,534626.651655516
2442.1964595083346,5,0.6549108934926218,515508.16558605456
3635.5075496813447,3,42.62600980873367,608959.6162987823
3718.799534808749,1,25.494891862902385,600630.1907083312
3147.761162673445,5,28.180015162290335,589980.4717266476
2444.623525599832,2,21.48779881336181,430328.0945878379
1481.2789279023586,3,24.774280445683306,306922.0166378291
1783.779444320012,3,5.999017882880037,367820.3578807621
